px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-0.740267	11.7846	4.91708	4.35254	0.294002	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	2.59176
-0.94214	11.5095	5.04394	4.33147	0.256351	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.31668
-1.04434	11.3	4.96062	4.32721	0.23001	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	2.75702
-1.23111	11.0783	4.99365	4.30027	0.189411	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	1.89334
-1.29638	10.7943	5.10343	4.34155	0.231126	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	1.38642
-1.41769	10.5031	5.1979	4.35181	0.230113	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	0.892644
-1.49956	10.2135	5.27661	4.37788	0.248115	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	0.77616
-1.6237	10.0925	5.10059	4.35001	0.204571	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	1.74983
-1.70726	9.87145	5.06731	4.35811	0.20136	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.276798
-1.77668	9.66422	5.01491	4.36895	0.201961	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.287803
-1.87747	9.38614	5.11943	4.38629	0.216073	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.71326
-1.91294	8.9742	5.35593	4.44627	0.269242	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	3.36272
-2.0273	8.82253	5.17154	4.41519	0.214403	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	3.10067
-2.13029	8.56771	5.19346	4.41579	0.203746	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.196914
-2.27514	8.32456	5.20669	4.39641	0.171612	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	2.89206
-2.3024	8.09711	5.15953	4.42212	0.189578	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.694828
-2.37427	7.9302	5.03793	4.41803	0.174571	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	4.87924
-2.50479	7.66689	5.09005	4.40716	0.154045	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.862954
-2.70255	7.47342	5.02822	4.35156	0.0806094	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	4.37541
-2.77653	7.164	5.13479	4.37387	0.100642	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.783874
-2.82322	6.92885	5.13015	4.39762	0.125056	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.35488
-2.84737	6.7478	5.02217	4.41472	0.135874	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	1.67915
-2.91677	6.54989	4.91585	4.40374	0.105357	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	3.7818
-2.93949	6.27088	4.96716	4.43745	0.135988	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.303305
-3.09592	6.03493	4.99852	4.40969	0.101835	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	3.8296
-3.14753	5.68663	5.1521	4.44268	0.132619	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	1.84992
-3.30179	5.46896	5.08992	4.39462	0.0613085	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	3.04869
-3.39391	5.18171	5.15929	4.40002	0.0643136	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.498677
-3.45305	4.93312	5.16204	4.4132	0.076183	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.062846
-3.59999	4.6347	5.25382	4.39607	0.0543879	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	1.52444
-3.72584	4.39871	5.22346	4.36571	0.00766425	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	2.03124
-3.90651	4.12678	5.2848	4.332	-0.0286711	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	1.18303
-3.93628	3.8897	5.26847	4.36835	0.0215867	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	1.69341
-3.95348	3.67509	5.20499	4.39373	0.0476209	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.839023
-4.09928	3.52759	5.08331	4.34402	-0.0163236	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	3.75931
-4.16305	3.25939	5.11673	4.36045	0.00260897	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.147153
-4.31347	3.00225	5.1526	4.32993	-0.0368475	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.902002
-4.34709	2.67174	5.24973	4.37112	0.0104067	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	1.23901
-4.43902	2.42452	5.25058	4.36775	0.00433069	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.0587584
-4.57135	2.14794	5.30225	4.3538	-0.0113353	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.369627
-4.7084	1.94965	5.25499	4.30722	-0.0781114	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.2649
-4.8358	1.64016	5.34621	4.30411	-0.0777992	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	0.903262
-4.96907	1.40771	5.34329	4.28312	-0.0995051	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.124783
-4.84579	1.19679	5.21272	4.37747	0.0115138	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	3.74425
-4.99209	0.999965	5.1844	4.33505	-0.0428857	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	1.19597
-4.9549	0.778526	5.1076	4.38987	0.021173	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	1.17032
-5.1182	0.419821	5.29091	4.35216	-0.0404189	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	6.3318
-5.16279	0.205593	5.23306	4.36796	-0.019555	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	0.348856
-5.32036	-0.022464	5.23319	4.34232	-0.0387798	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	31.162
-5.34941	-0.249039	5.18444	4.36847	-0.00677859	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	0.338585
-5.53215	-0.410122	5.14107	4.30756	-0.0778886	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	4.16538
-5.76411	-0.566995	5.11188	4.23498	-0.151677	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	1.9488
-5.87645	-0.807805	5.15584	4.21771	-0.175074	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	4.68414
-5.92575	-1.12497	5.2237	4.25332	-0.129089	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	1.7585
-5.97887	-1.41104	5.25384	4.28045	-0.0948978	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	2.33194
-6.19558	-1.59152	5.24973	4.22112	-0.153094	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	1.13547
-6.37372	-1.83954	5.34411	4.17773	-0.205235	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	2.3223
-6.41379	-2.09776	5.3155	4.21421	-0.154936	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.679377
-6.589	-2.27965	5.26647	4.18541	-0.17089	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	3.09723
-6.76259	-2.48168	5.26586	4.1563	-0.192529	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.190758
-6.93482	-2.69035	5.26715	4.13236	-0.20636	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	0.647526
-6.92381	-2.98589	5.24063	4.19895	-0.125307	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	2.51624
-7.05275	-3.20731	5.2242	4.19423	-0.121398	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.136166
-7.15099	-3.37074	5.12093	4.19345	-0.11347	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	0.879171
-7.34302	-3.64576	5.23753	4.16853	-0.135478	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.99227
-7.48695	-3.72918	5.06791	4.13969	-0.154561	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.00381
-7.646	-3.94954	5.12168	4.11947	-0.173015	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.596672
-7.83753	-4.21059	5.22599	4.09848	-0.187828	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.70521
-7.98803	-4.43334	5.22761	4.09288	-0.182266	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.409455
-8.18463	-4.70044	5.33779	4.07483	-0.193319	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	0.816965
-8.27837	-4.88237	5.17168	4.09618	-0.149524	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	2.88175
-8.3806	-5.09689	5.13311	4.10834	-0.128709	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.191781
-8.49816	-5.24289	4.99706	4.10593	-0.119028	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	3.22069
-8.7808	-5.47452	5.16423	4.05047	-0.172297	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	1.76416
-8.9294	-5.66732	5.11959	4.04697	-0.163923	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.371633
-9.06035	-5.84365	5.06228	4.04488	-0.156998	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.181658
-9.14364	-5.97322	4.88324	4.05392	-0.135666	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	5.24229
-9.29613	-6.04298	4.7313	4.02192	-0.16007	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	3.33689
-9.50748	-6.2504	4.83551	3.9957	-0.180766	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	1.68766
-9.6492	-6.47659	4.87373	4.00281	-0.164552	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.516371
-9.93517	-6.66711	5.03936	3.94686	-0.217184	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	7.0746
-10.1647	-6.84457	5.09356	3.91571	-0.238311	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.30939
-10.3368	-7.00199	5.07048	3.90232	-0.240631	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	1.07045
-10.6364	-7.22138	5.25363	3.86119	-0.27106	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	1.70092
-10.8208	-7.34837	5.17631	3.84161	-0.276717	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	2.26895
-11.1143	-7.53709	5.31369	3.80242	-0.302769	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	1.04922
-11.249	-7.64666	5.12935	3.79905	-0.289326	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	2.89057
-11.2875	-7.74982	4.87126	3.82232	-0.251177	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.49834
-11.4699	-7.87615	4.8461	3.80448	-0.257309	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	1.53249
-11.5973	-7.94519	4.67943	3.78857	-0.260682	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	1.53303
-11.7769	-8.06242	4.62371	3.77171	-0.26387	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	0.57423
-12.0166	-8.15969	4.64925	3.73191	-0.29086	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	0.755251
-12.2873	-8.32353	4.86154	3.70586	-0.304006	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	3.56455
-12.4574	-8.37736	4.73749	3.67724	-0.317974	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	1.10833
-12.6386	-8.46163	4.64428	3.65609	-0.323343	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	0.900653
-13.0348	-8.61588	4.94383	3.60239	-0.360295	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	5.21937
-13.3066	-8.73189	5.02681	3.57466	-0.369755	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.0647
-13.4636	-8.72949	4.82937	3.53677	-0.390817	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	2.30574
-13.6313	-8.75161	4.64751	3.50353	-0.40701	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	2.99396
-13.9153	-8.90014	4.80081	3.49372	-0.394998	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	1.18831
-14.2037	-9.01959	4.97307	3.47845	-0.387581	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.16093
-14.4376	-9.13418	4.99938	3.47262	-0.373496	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.214028
-14.6472	-9.19378	4.91567	3.44961	-0.379656	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.550102
-14.9446	-9.18335	4.94637	3.3868	-0.424229	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	2.31703
-15.2297	-9.27427	5.02041	3.36993	-0.419921	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	3.79618
-15.5627	-9.43686	5.22579	3.37899	-0.387067	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	2.2965
-15.7638	-9.42811	5.0286	3.33259	-0.421234	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	3.33783
-16.0469	-9.52999	5.11818	3.32994	-0.401423	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	0.510537
-16.2672	-9.51072	4.99446	3.28271	-0.433464	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.88574
-16.4687	-9.46437	4.88152	3.23331	-0.463111	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.909679
-16.6426	-9.44146	4.75595	3.1994	-0.475303	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	4.71959
-16.969	-9.45811	4.89705	3.17028	-0.479341	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	1.52281
-17.2595	-9.54608	5.01611	3.18113	-0.440467	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	7.20901
-17.5248	-9.56503	5.044	3.16321	-0.435912	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.0404604
-17.7744	-9.54505	5.00222	3.12666	-0.455285	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.46233
-17.9953	-9.48507	4.94067	3.08148	-0.479269	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.371661
-18.222	-9.43876	4.88862	3.04274	-0.497249	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.415821
-18.408	-9.48136	4.81532	3.04954	-0.464973	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	2.23359
-18.6493	-9.47901	4.85617	3.04279	-0.442455	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.95109
-18.9206	-9.48511	4.90895	3.03546	-0.42645	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.181568
-19.13	-9.43585	4.8796	3.00949	-0.427598	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	4.1138
-19.3147	-9.26562	4.77914	2.92524	-0.494389	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.30037
-19.5418	-9.19506	4.7668	2.89195	-0.504157	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	0.472531
-19.7949	-9.07213	4.80326	2.83996	-0.531881	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	1.16686
-20.0353	-8.98367	4.84334	2.8132	-0.527352	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	4.85273
-20.295	-9.18317	4.86448	2.91772	-0.389382	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	13.3557
-20.5391	-9.14325	4.86567	2.90418	-0.384742	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.15384
-20.7103	-9.0008	4.7787	2.8406	-0.432118	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.901298
-20.9666	-8.92919	4.81003	2.81909	-0.434654	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.6363
-21.1231	-8.83155	4.70669	2.78029	-0.453389	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	0.800103
-21.3759	-8.75809	4.74352	2.76382	-0.449377	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	2.21342
-21.5805	-8.74174	4.70201	2.77243	-0.417066	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	1.49327
-21.7106	-8.56067	4.56285	2.68535	-0.496255	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	5.40848
-21.954	-8.51124	4.60511	2.69084	-0.464178	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.372485
-22.1711	-8.4114	4.64155	2.67771	-0.447765	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	1.83159
-22.4696	-8.34912	4.76005	2.69146	-0.40894	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.05783
-22.6209	-8.20731	4.66735	2.63675	-0.450688	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	1.38145
-22.8415	-7.94679	4.76071	2.55322	-0.513884	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	6.17243
-23.0166	-7.79001	4.71035	2.49934	-0.555082	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	3.4504
-23.3127	-7.65032	4.86303	2.49807	-0.525812	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.32055
-23.5229	-7.51431	4.89703	2.48915	-0.500844	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.18352
-23.6366	-7.33974	4.80564	2.43412	-0.53333	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.739725
-23.8432	-7.18975	4.8422	2.42148	-0.515191	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.91005
-24.0153	-7.10547	4.77763	2.42522	-0.484679	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	1.90718
-24.1563	-6.90836	4.75089	2.37065	-0.52041	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	2.05768
-24.2523	-6.61941	4.7555	2.27497	-0.593826	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	2.49229
-24.4534	-6.46361	4.78656	2.26574	-0.576494	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	3.88486
-24.4804	-6.29557	4.62418	2.20349	-0.613525	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	3.42845
-24.6491	-6.12897	4.65367	2.20004	-0.578375	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.455149
-24.9566	-5.97895	4.81063	2.2463	-0.49718	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	3.11068
-25.0498	-5.75712	4.78306	2.19009	-0.530804	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	2.08428
-25.2003	-5.59041	4.7693	2.1789	-0.514705	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.192533
-25.3796	-5.41377	4.79881	2.18002	-0.483725	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	0.473609
-25.5289	-5.18555	4.84648	2.15141	-0.488013	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.528282
-25.6634	-5.00924	4.82881	2.14497	-0.46293	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	5.73247
-25.7534	-4.82484	4.77093	2.11249	-0.473241	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.564047
-25.8713	-4.61748	4.77307	2.08932	-0.470978	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.172796
-25.9516	-4.35998	4.79822	2.03671	-0.50156	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.594494
-26.0592	-4.13374	4.79484	1.98665	-0.547258	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	10.6412
-26.1092	-3.83729	4.85037	1.91986	-0.58856	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	1.66968
-26.1809	-3.60076	4.84772	1.87254	-0.618105	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	2.58759
-26.0998	-3.30778	4.81474	1.76047	-0.704694	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	1.47551
-26.1943	-3.08671	4.83072	1.75808	-0.665149	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.421206
-26.2038	-2.85274	4.80768	1.71088	-0.680315	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	0.11455
-26.3313	-2.64737	4.81616	1.73684	-0.6099	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	2.46035
-26.5648	-2.52386	4.75702	1.82115	-0.488082	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	4.61957
-26.5928	-2.28108	4.75983	1.77685	-0.512893	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	0.634218
-26.6644	-2.08479	4.72088	1.76963	-0.493628	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	0.497443
-26.6576	-1.84095	4.71801	1.72152	-0.516068	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	2.03966
-26.5578	-1.57451	4.71515	1.62593	-0.590477	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.04166
-26.5438	-1.34433	4.70122	1.5816	-0.609592	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.24254
-26.5771	-1.12148	4.69479	1.56955	-0.590021	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.0879992
-26.6591	-0.901463	4.69524	1.58046	-0.550549	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	5.06038
-26.7005	-0.65149	4.72664	1.57314	-0.528681	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.300788
-26.6532	-0.405288	4.73927	1.50806	-0.58255	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.52391
-26.525	-0.106517	4.81985	1.41889	-0.645709	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.26448
-26.5503	0.129349	4.82259	1.41806	-0.614037	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	3.06968
-26.5734	0.418732	4.89896	1.41867	-0.579698	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.69478
-26.5995	0.656915	4.88964	1.42671	-0.537843	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	0.965067
-26.6617	0.939859	4.94266	1.45133	-0.48219	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	1.38457
-26.5942	1.19805	4.96198	1.41945	-0.481681	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	6.95196
-26.461	1.43451	4.96457	1.34806	-0.532274	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.44122
-26.4509	1.6542	4.92135	1.35047	-0.49669	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	8.13918
-26.371	1.8659	4.88795	1.31283	-0.510739	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.339219
-26.2952	2.09706	4.88694	1.27959	-0.520987	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.157911
-26.2333	2.29244	4.83135	1.25667	-0.518215	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.711186
-26.198	2.52279	4.81216	1.26127	-0.477197	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.823947
-26.091	2.76237	4.84075	1.22307	-0.492307	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.182546
-25.9729	2.98339	4.85981	1.16803	-0.537083	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	2.20207
-25.8642	3.26004	4.94164	1.1421	-0.535171	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.58575
-25.8208	3.49612	4.93297	1.145	-0.505207	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	1.99913
-25.682	3.69212	4.91466	1.09958	-0.527198	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.24526
-25.5648	3.89976	4.90126	1.07243	-0.526392	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.08714
-25.6084	4.1056	4.79589	1.12252	-0.445015	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	2.43416
-25.4352	4.29719	4.81162	1.06031	-0.492099	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	1.18068
-25.1529	4.48533	4.89032	0.956	-0.577425	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	1.76244
-25.0203	4.683	4.84849	0.954618	-0.528023	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	9.36088
-24.9656	4.89571	4.80663	0.971983	-0.481189	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.494027
-24.7813	5.07834	4.81769	0.928772	-0.497304	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.33543
-24.5732	5.27985	4.8812	0.878709	-0.523805	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.676248
-24.3872	5.4524	4.8962	0.833129	-0.548167	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.217317
-24.1628	5.61235	4.92593	0.776099	-0.579842	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	0.21872
-24.0288	5.78339	4.89003	0.764596	-0.562842	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.41879
-23.8835	5.95555	4.86504	0.751897	-0.546474	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0945007
-23.8138	6.17282	4.771	0.804414	-0.443276	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	3.59939
-23.6405	6.32526	4.75973	0.774786	-0.451455	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.0774995
-23.5206	6.51154	4.72567	0.780849	-0.419604	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	0.817974
-23.2032	6.6931	4.90354	0.707005	-0.474962	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.33538
